Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,year,month,Day,flight_time,Duration(sec)
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,16:20 25 Mar,26h 25m,1,In-flight meal not included,10031,2019,3,24,afternoon,95100
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,07:55 25 Mar,22h 45m,2,No info,15187,2019,3,24,morning,81900
IndiGo,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,08:15,13:00,4h 45m,1,No info,6303,2019,3,24,morning,17100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 25 Mar,19h 10m,1,No info,13759,2019,3,24,evening,69000
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:10 25 Mar,16h 10m,1,No info,13310,2019,3,24,afternoon,58200
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,5734,2019,3,24,morning,10200
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 Mar,2h 20m,0,No check-in baggage included,5725,2019,3,24,evening,8400
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,0,No info,4441,2019,3,24,evening,9900
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,0,No info,6144,2019,3,24,evening,10500
Air Asia,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,22:55,15h 20m,1,No info,6785,2019,3,24,morning,55200
Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,No info,2575,2019,3,24,morning,4800
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 25 Mar,2h 50m,0,No info,7303,2019,3,24,evening,10200
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,0,No info,5403,2019,3,24,morning,9600
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,0,No info,7303,2019,3,24,morning,10800
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,23:25,15h,1,No info,13759,2019,3,24,morning,54000
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:15,7h,1,No info,12287,2019,3,24,morning,25200
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,0,No info,5678,2019,3,24,morning,5100
Air India,24/03/2019,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,13:40,7h 50m,2,No info,8005,2019,3,24,mid_night,28200
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,2759,2019,3,24,morning,5400
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 Mar,2h 20m,0,No info,5277,2019,3,24,evening,8400
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 22 Mar,2h 50m,0,No info,4944,2019,3,24,evening,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1,In-flight meal not included,10031,2019,3,24,morning,51000
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,16:15 25 Mar,19h 45m,1,No info,12173,2019,3,24,evening,71100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:45 25 Mar,22h 15m,1,No info,13759,2019,3,24,morning,80100
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,05:55,23:15,17h 20m,3,No info,15145,2019,3,24,mid_night,62400
SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,5418,2019,3,24,afternoon,8400
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:15,5h 20m,1,No info,10654,2019,3,24,afternoon,19200
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,09:55,20:25,10h 30m,1,No info,12312,2019,3,24,morning,37800
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,09:55,09:10 25 Mar,23h 15m,1,No info,10842,2019,3,24,morning,83700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,In-flight meal not included,10031,2019,3,24,morning,28500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15 25 Mar,16h 20m,1,No info,14231,2019,3,24,afternoon,58800
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,05:55,23:15 25 Mar,41h 20m,2,No info,13990,2019,3,24,mid_night,148800
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,6038,2019,3,24,morning,9900
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,0,No check-in baggage included,2175,2019,3,24,mid_night,4800
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,08:10 25 Mar,12h 25m,1,No info,14231,2019,3,24,evening,44700
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,0,No info,3758,2019,3,24,morning,9900
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,5048,2019,3,24,morning,10500
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2,No info,13885,2019,3,24,afternoon,109800
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1h 30m,0,No info,2227,2019,3,24,evening,5400
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,8033,2019,3,24,evening,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35 25 Mar,25h 25m,1,In-flight meal not included,10031,2019,3,24,evening,91500
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,10067,2019,3,24,morning,10200
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,08:55 25 Mar,25h 55m,1,No info,12173,2019,3,24,morning,93300
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No info,4377,2019,3,24,morning,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15 25 Mar,16h 20m,1,In-flight meal not included,11134,2019,3,24,afternoon,58800
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:45 25 Mar,25h 45m,1,No info,13100,2019,3,24,afternoon,92700
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,0,No info,6144,2019,3,24,morning,10800
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,4238,2019,3,24,mid_night,9900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,23:25 25 Mar,27h 40m,1,In-flight meal not included,10031,2019,3,24,evening,99600
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,4777,2019,3,24,morning,9900
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 28 Mar,2h 50m,0,No info,5694,2019,3,24,evening,10200
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,0,No info,5706,2019,3,24,evening,10500
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1,In-flight meal not included,8147,2019,3,24,mid_night,16800
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:25 25 Mar,27h 25m,1,No info,12102,2019,3,24,afternoon,98700
Air India,24/03/2019,Kolkata,Banglore,CCU → IXB → DEL → BLR,13:55,23:15 25 Mar,33h 20m,2,No info,15292,2019,3,24,afternoon,120000
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,0,No info,4778,2019,3,24,mid_night,10200
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,0,In-flight meal not included,2470,2019,3,24,morning,5100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 25 Mar,21h 25m,1,No info,14231,2019,3,24,evening,77100
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,0,No info,4878,2019,3,24,morning,9600
Air India,24/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,No info,4405,2019,3,24,morning,8100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15 25 Mar,12h 5m,1,In-flight meal not included,11134,2019,3,24,evening,43500
Air India,24/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,17:00,22:55 19 Mar,29h 55m,2,No info,8114,2019,3,24,afternoon,107700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,04:45 25 Mar,14h 50m,1,No info,13759,2019,3,24,afternoon,53400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,20:40 25 Mar,23h 30m,1,No info,13759,2019,3,24,evening,84600
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,5694,2019,3,24,afternoon,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:45 25 Mar,7h 35m,1,No info,13759,2019,3,24,evening,27300
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:40,12h 15m,1,In-flight meal not included,11134,2019,3,24,morning,44100
Air India,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 25 Mar,16h 5m,1,No info,5567,2019,3,24,evening,57900
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,0,No info,4238,2019,3,24,mid_night,9900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,23:25 25 Mar,27h 40m,1,No info,13759,2019,3,24,evening,99600
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,0,No info,6461,2019,3,24,afternoon,9000
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,0,No check-in baggage included,5201,2019,3,24,morning,9000
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 25 Mar,28h 20m,1,No info,6535,2019,3,24,afternoon,102000
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,16:20 25 Mar,23h 25m,1,In-flight meal not included,11134,2019,3,24,afternoon,84300
Air India,24/03/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,31945,2019,3,24,evening,9300
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,08:20,11:15,2h 55m,0,No info,7229,2019,3,24,morning,10500
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No info,6309,2019,3,24,morning,10500
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No check-in baggage included,3873,2019,3,24,morning,10500
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 25 Mar,15h 55m,2,No info,11853,2019,3,24,morning,57300
SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,0,No info,3859,2019,3,24,morning,9300
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No info,3925,2019,3,24,morning,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,5h 45m,1,In-flight meal not included,11134,2019,3,24,afternoon,20700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,5h 45m,1,No info,14231,2019,3,24,afternoon,20700
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 22 Mar,2h 55m,0,No info,4777,2019,3,24,evening,10500
Air India,24/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,13:20,6h 25m,1,No info,7932,2019,3,24,morning,23100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,04:45 25 Mar,9h,1,In-flight meal not included,10031,2019,3,24,evening,32400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:10 25 Mar,13h 15m,1,No info,14231,2019,3,24,evening,47700
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:40,4h 30m,1,No info,8026,2019,3,24,morning,16200
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,0,No info,5678,2019,3,24,mid_night,5400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,16:20 25 Mar,20h 35m,1,No info,13759,2019,3,24,evening,74100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:25,16h 55m,1,No info,13339,2019,3,24,morning,60900
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,5694,2019,3,24,mid_night,10200
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,0,No info,5613,2019,3,24,afternoon,9300
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:50 25 Mar,27h 40m,1,No info,11262,2019,3,24,morning,99600
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1,No info,9923,2019,3,24,morning,26100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,18:10 25 Mar,28h 15m,1,No info,14231,2019,3,24,afternoon,101700
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:55,3h,0,No info,7229,2019,3,24,evening,10800
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,4777,2019,3,24,mid_night,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:25,16h 55m,1,In-flight meal not included,8824,2019,3,24,morning,60900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,09:15 25 Mar,19h 20m,1,No info,14231,2019,3,24,afternoon,69600
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 22 Mar,2h 45m,0,No info,3383,2019,3,24,evening,9900
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,02:00,04:45,2h 45m,0,No info,7229,2019,3,24,mid_night,9900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1,No info,13339,2019,3,24,morning,57900
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,No info,7276,2019,3,24,afternoon,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,04:45 25 Mar,9h,1,No info,13759,2019,3,24,evening,32400
Air Asia,24/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,0,No info,5964,2019,3,24,evening,9000
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:10 25 Mar,11h,1,In-flight meal not included,11134,2019,3,24,evening,39600
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,12:00 25 Mar,19h 5m,1,No info,14231,2019,3,24,afternoon,68700
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:45 25 Mar,22h 25m,1,No info,12102,2019,3,24,evening,80700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10 25 Mar,21h,1,No info,13759,2019,3,24,evening,75600
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 25 Mar,2h 45m,0,No info,4482,2019,3,24,evening,9900
Air Asia,24/03/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1,No info,5554,2019,3,24,evening,12900
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,0,No info,7486,2019,3,24,afternoon,9900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,No info,13339,2019,3,24,morning,35400
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,0,No info,2754,2019,3,24,evening,5100
IndiGo,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1,No info,6933,2019,3,24,afternoon,16800
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,22:35,8h 40m,1,No info,14231,2019,3,24,afternoon,31200
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,0,No info,7229,2019,3,24,evening,9600
Air India,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 25 Mar,24h,1,No info,6241,2019,3,24,afternoon,86400
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383,2019,3,24,morning,9900
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,0,In-flight meal not included,2228,2019,3,24,afternoon,5400
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:25 25 Mar,24h 5m,1,No info,11105,2019,3,24,evening,86700
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,4777,2019,3,24,mid_night,9900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,22:35,5h 40m,1,In-flight meal not included,11134,2019,3,24,afternoon,20400
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 25 Mar,23h 55m,1,No info,12173,2019,3,24,evening,86100
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,05:35,11:20,5h 45m,1,No info,9319,2019,3,24,mid_night,20700
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,6144,2019,3,24,morning,10500
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:05,23:55,2h 50m,0,No info,4441,2019,3,24,evening,10200
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,3898,2019,3,24,morning,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,23:25,15h,1,In-flight meal not included,10031,2019,3,24,morning,54000
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,0,No info,11913,2019,3,24,afternoon,9300
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 25 Mar,18h 20m,2,No info,13428,2019,3,24,morning,66000
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,No info,4326,2019,3,24,morning,8400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:10,9h 45m,1,No info,13759,2019,3,24,morning,35100
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,0,No info,3898,2019,3,24,morning,10500
Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,No info,2575,2019,3,24,evening,4500
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,0,No info,4326,2019,3,24,mid_night,8400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40 25 Mar,23h 55m,1,In-flight meal not included,10031,2019,3,24,evening,86100
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,20:40,6h 45m,1,In-flight meal not included,11134,2019,3,24,afternoon,24300
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,0,No info,4332,2019,3,24,morning,8700
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 22 Mar,2h 50m,0,No info,3897,2019,3,24,evening,10200
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:10 25 Mar,25h 50m,1,No info,11105,2019,3,24,evening,93000
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,18:10 25 Mar,25h 15m,1,In-flight meal not included,11134,2019,3,24,afternoon,90900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,23:25,6h 30m,1,In-flight meal not included,11134,2019,3,24,afternoon,23400
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,22:35,8h 40m,1,In-flight meal not included,11134,2019,3,24,afternoon,31200
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,21:50,12h 40m,2,No info,15187,2019,3,24,morning,45600
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,4441,2019,3,24,morning,9900
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:10 25 Mar,23h 15m,1,No info,14231,2019,3,24,evening,83700
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:50 25 Mar,17h 50m,1,No info,12890,2019,3,24,afternoon,64200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,18:10 25 Mar,28h 15m,1,In-flight meal not included,11134,2019,3,24,afternoon,101700
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15 25 Mar,37h 25m,2,No info,14410,2019,3,24,morning,134700
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,4777,2019,3,24,morning,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,18:10 25 Mar,22h 25m,1,In-flight meal not included,10031,2019,3,24,evening,80700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,12:00 25 Mar,19h 5m,1,In-flight meal not included,11134,2019,3,24,afternoon,68700
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,0,No info,4284,2019,3,24,mid_night,10200
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,0,No info,5618,2019,3,24,afternoon,9300
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 25 Mar,2h 50m,0,No info,6860,2019,3,24,evening,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,10:05 25 Mar,20h 10m,1,In-flight meal not included,11134,2019,3,24,afternoon,72600
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No check-in baggage included,4273,2019,3,24,morning,10500
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 25 Mar,2h 55m,0,No info,6144,2019,3,24,evening,10500
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,7303,2019,3,24,evening,10500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:45 25 Mar,20h 20m,1,No info,13759,2019,3,24,morning,73200
IndiGo,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,04:15,09:50,5h 35m,1,No info,4150,2019,3,24,mid_night,20100
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,11:10,14:05,2h 55m,0,No info,7229,2019,3,24,morning,10500
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,0,No info,4563,2019,3,24,evening,9600
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,19:40 25 Mar,22h 30m,1,In-flight meal not included,10031,2019,3,24,evening,81000
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,0,No check-in baggage included,3527,2019,3,24,mid_night,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 25 Mar,27h 35m,1,No info,13759,2019,3,24,morning,99300
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,12:15 19 Mar,13h 25m,1,In-flight meal not included,7832,2019,3,24,evening,48300
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2,No info,12835,2019,3,24,afternoon,109800
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:45 25 Mar,9h 50m,1,No info,14231,2019,3,24,evening,35400
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,0,No check-in baggage included,4273,2019,3,24,mid_night,10200
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,0,No info,2754,2019,3,24,mid_night,5400
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:25,13h 15m,1,No info,13152,2019,3,24,morning,47700
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,0,No info,4377,2019,3,24,mid_night,10200
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,04:45 25 Mar,14h 50m,1,In-flight meal not included,10661,2019,3,24,afternoon,53400
SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3807,2019,3,24,morning,8100
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,12:00,14:40,2h 40m,0,No info,7608,2019,3,24,afternoon,9600
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 25 Mar,12h 25m,1,No info,12173,2019,3,24,evening,44700
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,13759,2019,3,24,morning,28500
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 25 Mar,27h 35m,1,In-flight meal not included,10031,2019,3,24,morning,99300
